id,loan_amnt,loan_amnt_band,term_months,int_rate,installment,grade,sub_grade,purpose,emp_length_years,home_ownership,annual_inc,income_band,verification_status,dti,addr_state,pub_rec,delinq_2yrs,revol_util,open_acc,total_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line,loan_status,is_default
641545,8000,5-10k,36,6.54,245.34,A,A4,debt_consolidation,9.0,RENT,35004.0,<40k,Not Verified,5.31,IL,0,0,36.1,6,15,0,2011-01-01,1998-09-01,Fully Paid,0
641529,22400,20k+,60,14.46,526.57,D,D2,debt_consolidation,4.0,MORTGAGE,70000.0,60-80k,Source Verified,9.0,FL,0,0,92.7,4,25,0,2010-12-01,2002-12-01,Fully Paid,0
640852,3500,<5k,36,12.61,117.28,C,C2,major_purchase,2.0,RENT,20640.0,<40k,Source Verified,5.58,SC,0,0,71.2,3,6,0,2011-01-01,2004-10-01,Fully Paid,0
641509,25000,20k+,36,15.95,878.31,E,E1,debt_consolidation,4.0,MORTGAGE,140000.0,100k+,Verified,10.19,NJ,0,0,68.6,9,32,0,2011-01-01,1994-12-01,Fully Paid,0
626560,8000,5-10k,60,14.46,188.06,D,D2,debt_consolidation,6.0,OWN,35004.0,<40k,Verified,2.74,NJ,0,2,60.2,7,10,0,2011-01-01,1993-06-01,Fully Paid,0
641493,4000,<5k,36,5.79,121.31,A,A2,debt_consolidation,3.0,MORTGAGE,51540.0,40-60k,Not Verified,16.27,PA,0,0,42.5,11,31,0,2010-12-01,1999-12-01,Fully Paid,0
641473,6400,5-10k,36,8.88,203.17,B,B1,vacation,4.0,OWN,24000.0,<40k,Verified,5.25,OR,0,0,12.4,8,16,0,2010-12-01,2000-12-01,Fully Paid,0
641437,10000,5-10k,60,16.69,246.87,E,E3,credit_card,3.0,MORTGAGE,48000.0,40-60k,Verified,23.65,FL,1,0,76.2,13,46,1,2010-12-01,1998-12-01,Fully Paid,0
641413,1500,<5k,36,6.54,46.01,A,A4,credit_card,0.0,MORTGAGE,61800.0,60-80k,Not Verified,20.06,IL,0,0,46.5,12,23,0,2010-12-01,1998-11-01,Fully Paid,0
641397,10000,5-10k,36,5.79,303.27,A,A2,major_purchase,10.0,MORTGAGE,55000.0,40-60k,Not Verified,14.03,FL,0,0,15.1,9,18,0,2010-12-01,1995-12-01,Charged Off,1
641393,8000,5-10k,36,12.98,269.48,C,C3,debt_consolidation,5.0,MORTGAGE,110000.0,100k+,Source Verified,8.97,NJ,0,1,53.0,12,23,0,2010-12-01,1998-12-01,Fully Paid,0
641384,20000,15-20k,36,8.88,634.88,B,B1,credit_card,4.0,RENT,75000.0,60-80k,Verified,14.29,CA,0,0,75.5,6,14,0,2010-12-01,1976-10-01,Fully Paid,0
641382,10000,5-10k,36,6.54,306.68,A,A4,wedding,5.0,RENT,26400.0,<40k,Verified,2.18,CA,0,0,14.5,8,13,0,2011-01-01,2004-10-01,Fully Paid,0
573871,12000,10-15k,36,8.88,380.93,B,B1,credit_card,10.0,MORTGAGE,98000.0,80-100k,Verified,9.15,MI,0,0,26.5,20,45,0,2011-01-01,2000-10-01,Fully Paid,0
641361,6000,5-10k,36,13.35,203.18,C,C4,debt_consolidation,10.0,MORTGAGE,60000.0,40-60k,Source Verified,21.36,NV,1,0,77.9,11,31,1,2010-12-01,1999-03-01,Fully Paid,0
641349,6000,5-10k,60,14.83,142.21,D,D3,debt_consolidation,1.0,RENT,63000.0,60-80k,Not Verified,10.93,CA,0,0,69.2,4,11,0,2011-01-01,1997-09-01,Fully Paid,0
641304,10000,5-10k,60,15.95,242.92,E,E1,other,10.0,MORTGAGE,38400.0,<40k,Source Verified,14.41,GA,0,0,97.0,7,24,0,2010-12-01,2000-09-01,Charged Off,1
641015,20000,15-20k,36,8.88,634.88,B,B1,debt_consolidation,8.0,MORTGAGE,98080.0,80-100k,Source Verified,14.14,OH,0,1,35.7,12,24,0,2010-12-01,1993-06-01,Fully Paid,0
641239,7200,5-10k,36,9.62,231.05,B,B3,other,1.0,RENT,48000.0,40-60k,Not Verified,15.53,MD,0,0,80.4,6,10,0,2010-12-01,2005-04-01,Fully Paid,0
641244,3000,<5k,60,18.54,77.07,F,F3,wedding,3.0,RENT,52000.0,40-60k,Source Verified,21.83,WA,0,0,98.6,10,34,0,2010-12-01,2003-08-01,Fully Paid,0
641190,10500,10-15k,60,16.69,259.21,E,E3,wedding,6.0,MORTGAGE,60000.0,40-60k,Source Verified,2.64,CA,0,0,98.4,4,9,0,2010-12-01,2001-04-01,Fully Paid,0
641211,25000,20k+,36,9.62,802.23,B,B3,debt_consolidation,3.0,MORTGAGE,120000.0,100k+,Verified,12.94,HI,0,0,4.2,14,34,0,2010-12-01,1985-03-01,Fully Paid,0
633329,15000,10-15k,36,15.95,526.99,E,E1,debt_consolidation,5.0,RENT,105504.0,100k+,Verified,12.24,VA,0,0,79.8,10,18,0,2010-12-01,1996-01-01,Fully Paid,0
641209,17600,15-20k,60,15.57,423.99,D,D5,credit_card,3.0,RENT,50000.0,40-60k,Source Verified,21.46,TX,0,0,72.6,13,20,0,2010-12-01,2001-01-01,Fully Paid,0
641208,20000,15-20k,36,6.54,613.35,A,A4,home_improvement,10.0,MORTGAGE,86000.0,80-100k,Verified,3.81,CA,0,0,36.8,6,28,0,2011-01-01,1994-09-01,Fully Paid,0
641218,24000,20k+,36,6.17,731.98,A,A3,debt_consolidation,1.0,MORTGAGE,105000.0,100k+,Verified,10.65,CA,0,0,36.1,21,39,0,2010-12-01,1984-07-01,Fully Paid,0
640986,6500,5-10k,36,9.99,209.71,B,B4,debt_consolidation,0.0,RENT,25596.0,<40k,Verified,10.41,VA,0,0,26.0,6,6,0,2010-12-01,2002-01-01,Fully Paid,0
641072,4200,<5k,60,17.06,104.52,E,E4,debt_consolidation,2.0,RENT,38400.0,<40k,Not Verified,15.91,CA,0,0,68.8,8,13,0,2011-01-01,2007-03-01,Fully Paid,0
641153,5000,<5k,60,12.61,112.77,C,C2,debt_consolidation,10.0,MORTGAGE,46800.0,40-60k,Verified,14.33,CO,0,0,25.4,20,37,0,2010-12-01,1994-01-01,Charged Off,1
641147,5500,5-10k,60,14.46,129.3,D,D2,credit_card,4.0,RENT,65000.0,60-80k,Verified,10.63,FL,0,0,82.7,5,8,0,2011-01-01,2001-08-01,Charged Off,1
637762,10000,5-10k,36,6.91,308.36,A,A5,debt_consolidation,3.0,RENT,72000.0,60-80k,Verified,4.37,NJ,0,1,28.4,13,15,0,2011-01-01,2000-01-01,Fully Paid,0
638301,20000,15-20k,60,18.17,509.72,F,F2,home_improvement,1.0,MORTGAGE,69996.0,60-80k,Verified,9.65,NC,0,3,34.2,11,30,0,2011-01-01,1997-11-01,Fully Paid,0
641107,4000,<5k,36,9.25,127.67,B,B2,debt_consolidation,10.0,MORTGAGE,45000.0,40-60k,Verified,24.45,KS,0,0,53.8,13,24,0,2010-12-01,2000-12-01,Fully Paid,0
641103,8000,5-10k,60,15.2,191.17,D,D4,credit_card,2.0,RENT,60000.0,40-60k,Not Verified,16.14,NY,0,0,52.4,4,16,0,2010-12-01,1991-07-01,Fully Paid,0
641050,1600,<5k,36,8.88,50.8,B,B1,debt_consolidation,3.0,RENT,24000.0,<40k,Not Verified,20.45,MA,0,0,45.0,10,14,0,2010-12-01,1999-10-01,Fully Paid,0
640344,4900,<5k,60,14.46,115.19,D,D2,medical,,OWN,15120.0,<40k,Verified,5.32,WA,1,0,47.7,2,3,1,2011-01-01,2002-04-01,Fully Paid,0
641071,14400,10-15k,36,13.35,487.63,C,C4,debt_consolidation,7.0,RENT,100000.0,80-100k,Verified,11.46,CA,0,0,95.8,6,14,0,2011-01-01,1998-02-01,Fully Paid,0
641031,15000,10-15k,60,17.06,373.28,E,E4,small_business,10.0,RENT,95000.0,80-100k,Source Verified,3.83,NY,0,3,49.7,6,21,0,2010-12-01,1995-03-01,Fully Paid,0
641009,9400,5-10k,60,16.32,230.2,E,E2,debt_consolidation,0.0,RENT,100000.0,80-100k,Verified,8.87,CA,0,0,77.8,10,14,0,2010-12-01,2002-09-01,Fully Paid,0
638173,5000,<5k,60,15.2,119.48,D,D4,debt_consolidation,10.0,MORTGAGE,53004.0,40-60k,Source Verified,13.79,OK,0,0,79.0,12,36,0,2010-12-01,2000-03-01,Fully Paid,0
636983,13200,10-15k,36,6.17,402.59,A,A3,debt_consolidation,9.0,RENT,28000.0,<40k,Verified,5.91,FL,0,0,14.4,5,16,0,2011-01-01,1991-02-01,Fully Paid,0
640236,12000,10-15k,60,14.83,284.41,D,D3,credit_card,5.0,MORTGAGE,30160.0,<40k,Not Verified,17.27,AL,1,0,83.4,10,18,1,2010-12-01,2001-02-01,Charged Off,1
641013,24500,20k+,36,6.17,747.23,A,A3,home_improvement,10.0,MORTGAGE,52000.0,40-60k,Verified,5.52,MI,0,0,33.1,7,13,0,2010-12-01,1993-12-01,Fully Paid,0
641021,6000,5-10k,36,6.17,183.0,A,A3,debt_consolidation,0.0,RENT,66000.0,60-80k,Not Verified,13.6,NY,0,0,47.4,14,38,0,2010-12-01,1995-12-01,Fully Paid,0
641001,22000,20k+,36,8.88,698.37,B,B1,debt_consolidation,0.0,MORTGAGE,72500.0,60-80k,Verified,19.37,MD,1,0,32.2,9,33,1,2011-01-01,1997-03-01,Charged Off,1
639441,2500,<5k,36,6.91,77.09,A,A5,credit_card,0.0,RENT,46000.0,40-60k,Not Verified,7.28,DC,0,0,23.6,12,13,0,2010-12-01,2005-12-01,Fully Paid,0
640973,11500,10-15k,36,14.46,395.62,D,D2,major_purchase,5.0,RENT,25200.0,<40k,Not Verified,13.71,CA,0,0,62.6,5,5,0,2010-12-01,2007-07-01,Charged Off,1
638258,12000,10-15k,36,6.91,370.04,A,A5,debt_consolidation,4.0,MORTGAGE,90522.0,80-100k,Verified,7.32,AL,0,1,34.1,18,66,0,2011-01-01,1996-10-01,Fully Paid,0
640967,10000,5-10k,36,9.99,322.63,B,B4,debt_consolidation,10.0,RENT,144000.0,100k+,Not Verified,11.53,RI,0,0,68.2,9,18,0,2010-12-01,1992-01-01,Fully Paid,0
640948,15000,10-15k,36,6.91,462.54,A,A5,credit_card,10.0,MORTGAGE,84000.0,80-100k,Source Verified,11.19,WA,0,0,39.7,9,37,0,2010-12-01,1990-02-01,Fully Paid,0
640953,9200,5-10k,60,14.83,218.05,D,D3,other,,OWN,30000.0,<40k,Verified,19.28,FL,0,1,66.6,11,45,0,2010-12-01,1997-10-01,Charged Off,1
640914,8400,5-10k,60,15.57,202.36,D,D5,debt_consolidation,1.0,RENT,48000.0,40-60k,Source Verified,11.45,CA,0,0,77.3,5,13,0,2010-12-01,2004-01-01,Fully Paid,0
640927,6000,5-10k,36,8.88,190.47,B,B1,credit_card,3.0,MORTGAGE,52000.0,40-60k,Source Verified,12.18,NJ,0,1,14.2,17,24,0,2010-12-01,2000-11-01,Fully Paid,0
640904,9700,5-10k,36,14.09,331.95,D,D1,debt_consolidation,3.0,RENT,88000.0,80-100k,Source Verified,9.52,CA,0,1,52.6,9,22,0,2010-12-01,2001-05-01,Fully Paid,0
640786,25000,20k+,60,13.72,578.09,C,C5,debt_consolidation,7.0,MORTGAGE,83800.0,80-100k,Verified,18.92,FL,0,0,61.6,19,41,0,2011-01-01,1984-01-01,Fully Paid,0
635800,8000,5-10k,60,12.61,180.44,C,C2,home_improvement,10.0,MORTGAGE,78996.0,60-80k,Not Verified,22.38,CA,0,0,44.5,15,38,0,2010-12-01,1994-12-01,Fully Paid,0
640870,5000,<5k,36,10.36,162.19,B,B5,vacation,10.0,MORTGAGE,98000.0,80-100k,Source Verified,22.22,AR,1,0,76.6,17,36,0,2010-12-01,1994-05-01,Charged Off,1
637920,16000,15-20k,36,14.09,547.55,D,D1,credit_card,0.0,MORTGAGE,86400.0,80-100k,Verified,15.17,NC,0,0,58.4,12,34,0,2011-01-01,1992-03-01,Fully Paid,0
640719,6000,5-10k,60,8.88,124.21,B,B1,car,10.0,MORTGAGE,144500.0,100k+,Not Verified,2.81,NH,0,0,43.5,6,24,0,2010-12-01,1991-03-01,Fully Paid,0
640843,5000,<5k,36,6.17,152.5,A,A3,debt_consolidation,5.0,MORTGAGE,36000.0,<40k,Source Verified,16.77,MN,0,0,19.3,11,26,0,2011-01-01,1999-04-01,Fully Paid,0
640824,25000,20k+,36,9.25,797.91,B,B2,home_improvement,10.0,OWN,190000.0,100k+,Verified,0.13,PA,0,0,7.0,7,14,0,2010-12-01,1976-08-01,Fully Paid,0
639770,7750,5-10k,36,12.98,261.06,C,C3,car,2.0,RENT,23000.0,<40k,Source Verified,15.6,MA,0,1,15.7,5,6,0,2011-01-01,2005-12-01,Fully Paid,0
638105,10000,5-10k,36,5.79,303.27,A,A2,debt_consolidation,9.0,RENT,27996.0,<40k,Verified,9.52,CA,0,0,27.1,9,27,0,2011-01-01,1998-12-01,Fully Paid,0
640774,20000,15-20k,36,6.91,616.72,A,A5,debt_consolidation,3.0,MORTGAGE,105000.0,100k+,Verified,7.74,OR,0,0,62.5,6,18,0,2010-12-01,1999-09-01,Fully Paid,0
640772,6000,5-10k,36,9.25,191.5,B,B2,debt_consolidation,10.0,RENT,70000.0,60-80k,Source Verified,3.46,MN,0,0,18.7,10,13,0,2010-12-01,1997-12-01,Fully Paid,0
640761,7000,5-10k,36,9.99,225.84,B,B4,credit_card,0.0,RENT,38400.0,<40k,Verified,15.28,MA,0,0,81.4,5,14,0,2010-12-01,2003-12-01,Fully Paid,0
640747,9250,5-10k,36,6.54,283.68,A,A4,debt_consolidation,0.0,RENT,24000.0,<40k,Source Verified,21.75,FL,0,0,44.1,7,13,0,2011-01-01,2001-07-01,Fully Paid,0
640734,10750,10-15k,60,14.83,254.79,D,D3,major_purchase,3.0,RENT,25044.0,<40k,Verified,14.47,TX,0,0,42.8,4,7,0,2011-01-01,2006-08-01,Fully Paid,0
640526,7000,5-10k,36,13.35,237.04,C,C4,debt_consolidation,8.0,RENT,30000.0,<40k,Source Verified,24.76,CA,0,1,55.1,9,29,0,2010-12-01,1997-08-01,Fully Paid,0
640687,8000,5-10k,60,12.23,178.89,C,C1,small_business,2.0,RENT,80000.0,60-80k,Source Verified,7.32,NY,0,0,83.3,4,9,0,2011-01-01,2002-10-01,Fully Paid,0
640013,12000,10-15k,36,5.79,363.93,A,A2,credit_card,3.0,MORTGAGE,185000.0,100k+,Verified,5.96,FL,0,0,12.4,16,29,0,2010-12-01,1999-09-01,Fully Paid,0
640618,4900,<5k,36,13.72,166.81,C,C5,other,0.0,RENT,21600.0,<40k,Not Verified,10.94,NY,0,1,53.1,8,12,0,2010-12-01,2004-04-01,Fully Paid,0
640591,14000,10-15k,36,9.99,451.68,B,B4,debt_consolidation,9.0,MORTGAGE,104000.0,100k+,Not Verified,11.48,AL,0,0,85.1,10,31,0,2010-12-01,1995-06-01,Fully Paid,0
640632,20000,15-20k,60,12.23,447.22,C,C1,other,0.0,MORTGAGE,105000.0,100k+,Verified,19.68,GA,0,0,35.9,15,32,0,2010-12-01,1998-01-01,Fully Paid,0
640639,15000,10-15k,60,9.99,318.64,B,B4,moving,5.0,RENT,42000.0,40-60k,Source Verified,12.8,KS,0,0,41.2,5,14,0,2010-12-01,1999-12-01,Fully Paid,0
640600,24000,20k+,36,14.46,825.64,D,D2,small_business,5.0,MORTGAGE,80000.0,60-80k,Source Verified,11.61,SC,0,0,32.7,6,12,0,2011-01-01,2000-07-01,Fully Paid,0
640548,20000,15-20k,36,6.91,616.72,A,A5,debt_consolidation,10.0,RENT,55000.0,40-60k,Verified,24.65,CA,0,0,31.8,10,17,0,2010-12-01,2000-02-01,Fully Paid,0
640570,20000,15-20k,36,6.54,613.35,A,A4,debt_consolidation,9.0,RENT,140000.0,100k+,Verified,4.09,CA,0,0,26.2,6,14,0,2010-12-01,2001-04-01,Fully Paid,0
640565,10000,5-10k,36,6.17,305.0,A,A3,other,8.0,RENT,54000.0,40-60k,Verified,19.22,CA,0,0,25.3,13,26,0,2011-01-01,2000-04-01,Fully Paid,0
640564,25000,20k+,36,12.23,833.11,C,C1,debt_consolidation,6.0,RENT,160000.0,100k+,Verified,8.17,NJ,0,0,24.3,8,14,0,2010-12-01,2002-05-01,Fully Paid,0
630278,4400,<5k,36,14.09,150.58,D,D1,debt_consolidation,0.0,RENT,24000.0,<40k,Not Verified,19.55,FL,0,0,51.5,9,11,0,2010-12-01,2006-05-01,Fully Paid,0
638944,5600,5-10k,36,12.61,187.64,C,C2,credit_card,2.0,RENT,68515.0,60-80k,Source Verified,2.07,NY,0,0,32.2,7,9,0,2010-12-01,2007-10-01,Fully Paid,0
640478,9500,5-10k,36,6.17,289.75,A,A3,debt_consolidation,2.0,RENT,57000.0,40-60k,Source Verified,11.41,MD,0,0,17.3,5,21,0,2011-01-01,2002-05-01,Fully Paid,0
636390,10500,10-15k,60,13.72,242.8,C,C5,car,5.0,MORTGAGE,86400.0,80-100k,Source Verified,9.67,CA,0,0,95.1,5,13,0,2011-01-01,1999-11-01,Fully Paid,0
640141,1200,<5k,60,12.23,26.84,C,C1,debt_consolidation,10.0,MORTGAGE,51912.0,40-60k,Source Verified,20.43,VA,0,0,78.5,10,17,0,2010-12-01,2000-11-01,Fully Paid,0
640263,19750,15-20k,60,20.77,531.76,G,G4,debt_consolidation,3.0,RENT,48000.0,40-60k,Source Verified,14.85,KS,0,3,97.4,4,16,0,2010-12-01,1978-06-01,Fully Paid,0
640483,15000,10-15k,36,12.61,502.6,C,C2,debt_consolidation,3.0,MORTGAGE,165000.0,100k+,Verified,8.12,KY,0,0,45.4,14,34,0,2010-12-01,1997-01-01,Fully Paid,0
640495,20000,15-20k,60,16.32,489.77,E,E2,debt_consolidation,0.0,RENT,56004.0,40-60k,Not Verified,22.07,FL,0,0,90.7,7,18,0,2010-12-01,1999-02-01,Fully Paid,0
640480,8000,5-10k,60,9.62,168.49,B,B3,wedding,10.0,MORTGAGE,92000.0,80-100k,Verified,17.09,CO,0,0,58.2,9,29,0,2010-12-01,1997-02-01,Charged Off,1
640485,8500,5-10k,36,6.17,259.25,A,A3,debt_consolidation,5.0,MORTGAGE,28000.0,<40k,Source Verified,9.99,CA,0,0,33.1,7,14,0,2010-12-01,2002-01-01,Fully Paid,0
640107,8000,5-10k,36,14.09,273.78,D,D1,other,10.0,MORTGAGE,96000.0,80-100k,Source Verified,0.72,NY,0,2,52.0,6,20,0,2010-12-01,1984-11-01,Fully Paid,0
640452,10000,5-10k,60,9.62,210.61,B,B3,home_improvement,0.0,OWN,63000.0,60-80k,Verified,7.94,MD,0,3,43.3,7,21,0,2011-01-01,1999-05-01,Charged Off,1
640399,5000,<5k,36,6.54,153.34,A,A4,debt_consolidation,,MORTGAGE,60000.0,40-60k,Not Verified,20.18,NY,0,0,62.9,11,37,0,2010-12-01,1996-10-01,Fully Paid,0
638457,10000,5-10k,60,9.62,210.61,B,B3,home_improvement,2.0,MORTGAGE,119400.0,100k+,Not Verified,15.97,IL,0,0,8.1,11,24,0,2011-01-01,1989-06-01,Fully Paid,0
640448,25000,20k+,60,17.06,622.13,E,E4,debt_consolidation,0.0,MORTGAGE,118000.0,100k+,Verified,14.97,CA,0,0,86.7,10,24,0,2011-01-01,1998-12-01,Charged Off,1
625299,12000,10-15k,36,9.99,387.15,B,B4,debt_consolidation,1.0,RENT,83000.0,80-100k,Verified,17.82,CA,0,0,75.0,8,23,0,2010-12-01,1998-07-01,Fully Paid,0
640420,15000,10-15k,36,14.46,516.03,D,D2,credit_card,0.0,MORTGAGE,90000.0,80-100k,Verified,22.15,GA,0,0,85.7,8,37,0,2010-12-01,1986-11-01,Fully Paid,0
640393,20000,15-20k,60,12.23,447.22,C,C1,small_business,5.0,RENT,195000.0,100k+,Source Verified,6.46,NJ,0,0,66.0,16,30,0,2010-12-01,2002-01-01,Fully Paid,0
640386,4800,<5k,36,9.25,153.2,B,B2,debt_consolidation,1.0,RENT,27880.0,<40k,Not Verified,1.81,NH,0,0,81.7,3,5,0,2010-12-01,1990-02-01,Fully Paid,0
640370,9000,5-10k,36,9.62,288.81,B,B3,credit_card,7.0,OWN,80000.0,60-80k,Not Verified,3.31,MA,0,1,18.8,14,25,0,2010-12-01,1994-12-01,Fully Paid,0
640352,3700,<5k,36,6.91,114.1,A,A5,debt_consolidation,10.0,MORTGAGE,40000.0,<40k,Source Verified,21.39,GA,0,0,90.9,12,32,0,2010-12-01,1993-12-01,Charged Off,1
640375,14000,10-15k,36,6.91,431.71,A,A5,debt_consolidation,10.0,RENT,63000.0,60-80k,Source Verified,8.29,NJ,0,0,23.0,9,34,0,2010-12-01,1996-09-01,Fully Paid,0
640341,9000,5-10k,36,6.54,276.01,A,A4,debt_consolidation,5.0,RENT,51600.0,40-60k,Source Verified,13.12,MD,0,0,12.7,8,12,0,2010-12-01,2005-12-01,Fully Paid,0
640354,14600,10-15k,36,12.23,486.54,C,C1,credit_card,2.0,RENT,40000.0,<40k,Source Verified,18.93,WA,0,0,92.2,6,13,0,2010-12-01,1999-03-01,Fully Paid,0
640319,3500,<5k,36,12.61,117.28,C,C2,home_improvement,9.0,MORTGAGE,80004.0,80-100k,Not Verified,6.37,SC,0,0,48.4,9,19,0,2010-12-01,1996-11-01,Fully Paid,0
640333,10000,5-10k,60,9.25,208.8,B,B2,debt_consolidation,3.0,RENT,38508.0,<40k,Source Verified,7.82,PA,0,0,18.4,11,18,0,2010-12-01,2003-11-01,Fully Paid,0
640343,9000,5-10k,36,13.35,304.77,C,C4,debt_consolidation,10.0,RENT,56000.0,40-60k,Not Verified,10.99,CA,1,0,88.9,4,8,1,2010-12-01,1998-10-01,Fully Paid,0
366004,4000,<5k,36,12.61,134.03,C,C2,debt_consolidation,3.0,RENT,50000.0,40-60k,Not Verified,13.68,CA,0,0,65.6,11,22,0,2010-12-01,2000-01-01,Fully Paid,0
640211,12000,10-15k,60,10.36,257.1,B,B5,debt_consolidation,7.0,RENT,24000.0,<40k,Verified,14.2,OH,0,0,89.4,6,10,0,2011-01-01,1994-02-01,Charged Off,1
639405,8400,5-10k,36,12.98,282.95,C,C3,debt_consolidation,2.0,RENT,57996.0,40-60k,Source Verified,12.29,CA,0,0,8.4,7,20,0,2010-12-01,1995-08-01,Fully Paid,0
626658,2000,<5k,36,6.91,61.68,A,A5,credit_card,5.0,MORTGAGE,60000.0,40-60k,Not Verified,16.54,AZ,0,0,38.0,18,37,0,2010-12-01,1998-12-01,Fully Paid,0
640249,8000,5-10k,36,13.35,270.91,C,C4,debt_consolidation,0.0,RENT,90000.0,80-100k,Source Verified,5.33,NY,0,0,86.5,4,10,0,2010-12-01,2004-03-01,Fully Paid,0
640253,14500,10-15k,36,8.88,460.29,B,B1,home_improvement,2.0,MORTGAGE,181408.5,100k+,Source Verified,7.16,AZ,0,0,25.7,9,24,0,2010-12-01,1997-05-01,Fully Paid,0
638946,3600,<5k,36,12.23,119.97,C,C1,debt_consolidation,,RENT,10800.0,<40k,Verified,2.22,VA,0,0,3.6,11,15,0,2010-12-01,2007-01-01,Fully Paid,0
629141,18000,15-20k,36,6.54,552.01,A,A4,debt_consolidation,10.0,MORTGAGE,110000.0,100k+,Source Verified,3.77,CA,0,0,41.8,5,21,0,2010-12-01,1990-03-01,Fully Paid,0
637206,12000,10-15k,36,14.09,410.66,D,D1,debt_consolidation,0.0,RENT,90000.0,80-100k,Not Verified,6.01,CT,0,1,28.8,13,18,0,2011-01-01,1994-03-01,Fully Paid,0
640134,24000,20k+,60,17.06,597.24,E,E4,debt_consolidation,10.0,MORTGAGE,200000.0,100k+,Verified,17.08,VA,0,0,72.3,17,45,0,2011-01-01,1985-02-01,Fully Paid,0
640100,7000,5-10k,36,12.23,233.27,C,C1,credit_card,2.0,RENT,49500.0,40-60k,Source Verified,10.84,TX,0,0,95.4,12,32,0,2010-12-01,1997-05-01,Fully Paid,0
640093,14000,10-15k,36,9.99,451.68,B,B4,debt_consolidation,2.0,RENT,70000.0,60-80k,Verified,13.03,OR,0,0,36.3,11,19,0,2010-12-01,1998-06-01,Fully Paid,0
640084,8700,5-10k,36,12.61,291.51,C,C2,debt_consolidation,4.0,RENT,40320.0,40-60k,Source Verified,16.07,GA,0,0,39.3,5,7,0,2010-12-01,2006-11-01,Fully Paid,0
640049,8000,5-10k,36,5.42,241.28,A,A1,other,10.0,MORTGAGE,97500.0,80-100k,Verified,11.88,GA,0,0,11.6,7,14,0,2010-12-01,2001-08-01,Fully Paid,0
640062,3200,<5k,60,14.46,75.23,D,D2,other,5.0,MORTGAGE,85800.0,80-100k,Verified,13.4,VA,0,0,93.6,13,25,0,2010-12-01,2001-12-01,Fully Paid,0
638583,12000,10-15k,36,6.91,370.04,A,A5,debt_consolidation,4.0,MORTGAGE,70000.0,60-80k,Not Verified,15.17,VT,0,0,32.3,14,28,0,2010-12-01,1992-07-01,Fully Paid,0
640006,5400,5-10k,36,15.95,189.72,E,E1,credit_card,2.0,RENT,75108.0,60-80k,Verified,17.22,PA,0,1,62.5,27,40,0,2011-01-01,2003-08-01,Fully Paid,0
639912,7300,5-10k,60,9.62,153.75,B,B3,debt_consolidation,0.0,MORTGAGE,65000.0,60-80k,Not Verified,21.84,TX,0,0,25.5,15,30,0,2010-12-01,1990-06-01,Fully Paid,0
639862,5200,5-10k,60,9.99,110.46,B,B4,debt_consolidation,0.0,MORTGAGE,45000.0,40-60k,Not Verified,10.29,AL,0,0,36.1,10,25,0,2010-12-01,1999-08-01,Fully Paid,0
639819,6000,5-10k,36,12.61,201.04,C,C2,credit_card,10.0,RENT,408000.0,100k+,Source Verified,2.82,CA,0,0,42.5,11,26,0,2010-12-01,1996-02-01,Fully Paid,0
639825,20000,15-20k,60,18.91,517.83,F,F4,debt_consolidation,2.0,RENT,63000.0,60-80k,Verified,20.7,TX,0,0,70.8,8,23,0,2010-12-01,1995-12-01,Charged Off,1
634629,20000,15-20k,36,6.91,616.72,A,A5,other,3.0,MORTGAGE,102996.0,100k+,Verified,1.53,DC,0,0,0.0,5,17,0,2011-01-01,1996-03-01,Fully Paid,0
639772,10000,5-10k,36,6.54,306.68,A,A4,debt_consolidation,2.0,MORTGAGE,43200.0,40-60k,Source Verified,20.58,NC,0,0,31.2,10,17,0,2010-12-01,1999-06-01,Charged Off,1
639768,2000,<5k,36,6.17,61.0,A,A3,medical,10.0,MORTGAGE,21600.0,<40k,Not Verified,3.17,WI,0,0,10.3,4,17,0,2010-12-01,1994-05-01,Fully Paid,0
626541,5500,5-10k,60,16.32,134.69,E,E2,vacation,4.0,RENT,74000.0,60-80k,Verified,0.45,CO,0,0,74.5,2,4,0,2010-12-01,2007-03-01,Charged Off,1
639656,12800,10-15k,60,14.83,303.38,D,D3,debt_consolidation,4.0,MORTGAGE,84132.0,80-100k,Not Verified,14.23,TX,0,0,88.9,8,16,0,2010-12-01,1995-09-01,Fully Paid,0
637550,12000,10-15k,36,5.79,363.93,A,A2,home_improvement,6.0,MORTGAGE,77004.0,60-80k,Not Verified,11.27,FL,0,0,4.4,16,35,0,2010-12-01,1989-09-01,Fully Paid,0
639644,6000,5-10k,36,6.54,184.01,A,A4,debt_consolidation,3.0,OWN,27000.0,<40k,Source Verified,20.44,GA,0,1,22.3,10,32,0,2011-01-01,2000-07-01,Fully Paid,0
636020,4900,<5k,36,6.17,149.45,A,A3,car,9.0,RENT,25200.0,<40k,Not Verified,3.71,TX,0,0,3.3,9,21,0,2010-12-01,2003-11-01,Fully Paid,0
639489,14650,10-15k,60,15.57,352.93,D,D5,debt_consolidation,10.0,RENT,37500.0,<40k,Verified,14.56,CO,0,0,88.6,3,8,0,2011-01-01,1999-03-01,Fully Paid,0
